number,values_0,values_1,values_2,datetime_start,datetime_complete,duration,params_10units,params_11units,params_12units,params_1units,params_2units,params_3units,params_4units,params_5units,params_6units,params_7units,params_8units,params_9units,params_depth_multiple,params_last_dim,params_m1,params_m1/efb0_c,params_m1/kernel_size,params_m1/repeat,params_m1/stride,params_m1/v3_t,params_m10,params_m10/repeat,params_m10/stride,params_m10/v2_c,params_m10/v2_t,params_m11,params_m11/activation,params_m11/repeat,params_m11/stride,params_m12,params_m12/kernel_size,params_m12/repeat,params_m12/stride,params_m12/v3_c,params_m12/v3_hs,params_m12/v3_se,params_m12/v3_t,params_m2,params_m2/repeat,params_m2/stride,params_m2/v2_c,params_m2/v2_t,params_m3,params_m3/kernel_size,params_m3/repeat,params_m3/stride,params_m3/v3_c,params_m3/v3_hs,params_m3/v3_se,params_m3/v3_t,params_m4,params_m4/kernel_size,params_m4/repeat,params_m4/stride,params_m4/v3_c,params_m4/v3_hs,params_m4/v3_se,params_m4/v3_t,params_m5,params_m5/efb0_c,params_m5/kernel_size,params_m5/repeat,params_m5/stride,params_m5/v3_t,params_m6,params_m6/activation,params_m6/repeat,params_m6/stride,params_m7,params_m7/kernel_size,params_m7/repeat,params_m7/stride,params_m7/v3_c,params_m7/v3_hs,params_m7/v3_se,params_m7/v3_t,params_m8,params_m8/repeat,params_m8/stride,params_m8/v2_c,params_m8/v2_t,params_m9,params_m9/efb0_c,params_m9/kernel_size,params_m9/repeat,params_m9/stride,params_m9/v3_t,params_n_layers,params_width_multiple,state
0,0.11820920427099833,921735.0,13.667191441853841,2021-11-29 14:02:06.837358,2021-11-29 14:03:26.093073,0 days 00:01:19.255715,130,132,153,40,39,98,99,131,99,75,158,145,1.0,384,MBConv,56,3,2,1,2.9000000000000004,InvertedResidualv2,2,1,48,3,DWConv,ReLU,3,2,InvertedResidualv3,3,3,2,112,0,0,3.5,InvertedResidualv2,2,2,64,2,InvertedResidualv3,5,5,2,72,1,0,5.2,InvertedResidualv3,3,5,2,72,1,0,1.4,MBConv,120,5,3,2,4.300000000000001,DWConv,ReLU,3,1,InvertedResidualv3,3,4,2,56,1,0,4.5,InvertedResidualv2,5,1,48,4,MBConv,64,5,2,2,5.5,12,0.75,COMPLETE
